avgTemp,avgTempRange,avgHumidity,avgHumidityRange,durationDays,brix,pol,purity,actualRendement,baseRen
24.0,23-25,70.0,61-80,4,16.5,14.04,85.09,7.16,7.39
24.0,23-25,90.0,81-100,2,16.5,14.04,85.09,7.79,7.39
24.0,23-25,90.0,81-100,3,16.5,14.04,85.09,7.48,7.39
24.0,23-25,90.0,81-100,4,16.5,14.04,85.09,7.06,7.39
27.0,26-28,50.0,40-60,2,16.5,14.04,85.09,7.68,7.39
27.0,26-28,50.0,40-60,3,16.5,14.04,85.09,7.38,7.39
27.0,26-28,50.0,40-60,4,16.5,14.04,85.09,7.02,7.39
27.0,26-28,70.0,61-80,2,16.5,14.04,85.09,7.63,7.39
27.0,26-28,70.0,61-80,3,16.5,14.04,85.09,7.39,7.39
27.0,26-28,70.0,61-80,4,16.5,14.04,85.09,6.98,7.39
27.0,26-28,90.0,81-100,2,16.5,14.04,85.09,7.57,7.39
27.0,26-28,90.0,81-100,3,16.5,14.04,85.09,7.32,7.39
27.0,26-28,90.0,81-100,4,16.5,14.04,85.09,6.89,7.39
30.0,29-31,50.0,40-60,2,16.5,14.04,85.09,7.51,7.39
30.0,29-31,50.0,40-60,3,16.5,14.04,85.09,7.16,7.39
30.0,29-31,50.0,40-60,4,16.5,14.04,85.09,6.79,7.39
30.0,29-31,70.0,61-80,2,16.5,14.04,85.09,7.45,7.39
30.0,29-31,70.0,61-80,3,16.5,14.04,85.09,7.14,7.39
30.0,29-31,70.0,61-80,4,16.5,14.04,85.09,6.82,7.39
30.0,29-31,90.0,81-100,2,16.5,14.04,85.09,7.37,7.39
30.0,29-31,90.0,81-100,3,16.5,14.04,85.09,7.08,7.39
30.0,29-31,90.0,81-100,4,16.5,14.04,85.09,6.68,7.39
33.5,32-35,50.0,40-60,2,16.5,14.04,85.09,7.17,7.39
33.5,32-35,50.0,40-60,3,16.5,14.04,85.09,6.93,7.39
33.5,32-35,50.0,40-60,4,16.5,14.04,85.09,6.58,7.39
33.5,32-35,70.0,61-80,2,16.5,14.04,85.09,7.2,7.39
33.5,32-35,70.0,61-80,3,16.5,14.04,85.09,6.84,7.39
33.5,32-35,70.0,61-80,4,16.5,14.04,85.09,6.49,7.39
33.5,32-35,90.0,81-100,2,16.5,14.04,85.09,7.1,7.39
33.5,32-35,90.0,81-100,3,16.5,14.04,85.09,6.75,7.39
33.5,32-35,90.0,81-100,4,16.5,14.04,85.09,6.46,7.39
24.0,23-25,50.0,40-60,2,17.3,14.21,82.14,7.73,7.21
24.0,23-25,50.0,40-60,3,17.3,14.21,82.14,7.38,7.21
24.0,23-25,50.0,40-60,4,17.3,14.21,82.14,7.07,7.21
24.0,23-25,70.0,61-80,2,17.3,14.21,82.14,7.67,7.21
24.0,23-25,70.0,61-80,3,17.3,14.21,82.14,7.3,7.21
24.0,23-25,70.0,61-80,4,17.3,14.21,82.14,7.03,7.21
24.0,23-25,90.0,81-100,2,17.3,14.21,82.14,7.56,7.21
24.0,23-25,90.0,81-100,3,17.3,14.21,82.14,7.29,7.21
24.0,23-25,90.0,81-100,4,17.3,14.21,82.14,6.89,7.21
27.0,26-28,50.0,40-60,2,17.3,14.21,82.14,7.58,7.21
27.0,26-28,50.0,40-60,3,17.3,14.21,82.14,7.23,7.21
27.0,26-28,50.0,40-60,4,17.3,14.21,82.14,6.84,7.21
27.0,26-28,70.0,61-80,2,17.3,14.21,82.14,7.53,7.21
27.0,26-28,70.0,61-80,3,17.3,14.21,82.14,7.15,7.21
27.0,26-28,70.0,61-80,4,17.3,14.21,82.14,6.82,7.21
27.0,26-28,90.0,81-100,2,17.3,14.21,82.14,7.46,7.21
27.0,26-28,90.0,81-100,3,17.3,14.21,82.14,7.16,7.21
27.0,26-28,90.0,81-100,4,17.3,14.21,82.14,6.77,7.21
30.0,29-31,50.0,40-60,2,17.3,14.21,82.14,7.31,7.21
30.0,29-31,50.0,40-60,3,17.3,14.21,82.14,6.99,7.21
30.0,29-31,50.0,40-60,4,17.3,14.21,82.14,6.63,7.21
30.0,29-31,70.0,61-80,2,17.3,14.21,82.14,7.23,7.21
30.0,29-31,70.0,61-80,3,17.3,14.21,82.14,6.97,7.21
30.0,29-31,70.0,61-80,4,17.3,14.21,82.14,6.63,7.21
30.0,29-31,90.0,81-100,2,17.3,14.21,82.14,7.2,7.21
30.0,29-31,90.0,81-100,3,17.3,14.21,82.14,6.9,7.21
30.0,29-31,90.0,81-100,4,17.3,14.21,82.14,6.48,7.21
33.5,32-35,50.0,40-60,2,17.3,14.21,82.14,7.02,7.21
33.5,32-35,50.0,40-60,3,17.3,14.21,82.14,6.68,7.21
33.5,32-35,50.0,40-60,4,17.3,14.21,82.14,6.37,7.21
33.5,32-35,70.0,61-80,2,17.3,14.21,82.14,6.96,7.21
33.5,32-35,70.0,61-80,3,17.3,14.21,82.14,6.71,7.21
33.5,32-35,70.0,61-80,4,17.3,14.21,82.14,6.31,7.21
33.5,32-35,90.0,81-100,2,17.3,14.21,82.14,6.85,7.21
33.5,32-35,90.0,81-100,3,17.3,14.21,82.14,6.55,7.21
33.5,32-35,90.0,81-100,4,17.3,14.21,82.14,6.27,7.21
24.0,23-25,50.0,40-60,2,16.4,13.68,83.41,7.5,7.01
24.0,23-25,50.0,40-60,3,16.4,13.68,83.41,7.15,7.01
24.0,23-25,50.0,40-60,4,16.4,13.68,83.41,6.8,7.01
24.0,23-25,70.0,61-80,2,16.4,13.68,83.41,7.46,7.01
24.0,23-25,70.0,61-80,3,16.4,13.68,83.41,7.1,7.01
24.0,23-25,70.0,61-80,4,16.4,13.68,83.41,6.82,7.01
24.0,23-25,90.0,81-100,2,16.4,13.68,83.41,7.38,7.01
24.0,23-25,90.0,81-100,3,16.4,13.68,83.41,7.02,7.01
24.0,23-25,90.0,81-100,4,16.4,13.68,83.41,6.67,7.01
27.0,26-28,50.0,40-60,2,16.4,13.68,83.41,7.39,7.01
27.0,26-28,50.0,40-60,3,16.4,13.68,83.41,7.03,7.01
27.0,26-28,50.0,40-60,4,16.4,13.68,83.41,6.68,7.01
27.0,26-28,70.0,61-80,2,16.4,13.68,83.41,7.32,7.01
27.0,26-28,70.0,61-80,3,16.4,13.68,83.41,7.03,7.01
27.0,26-28,70.0,61-80,4,16.4,13.68,83.41,6.69,7.01
27.0,26-28,90.0,81-100,2,16.4,13.68,83.41,7.24,7.01
27.0,26-28,90.0,81-100,3,16.4,13.68,83.41,6.9,7.01
27.0,26-28,90.0,81-100,4,16.4,13.68,83.41,6.52,7.01
30.0,29-31,50.0,40-60,2,16.4,13.68,83.41,7.13,7.01
30.0,29-31,50.0,40-60,3,16.4,13.68,83.41,6.81,7.01
30.0,29-31,50.0,40-60,4,16.4,13.68,83.41,6.44,7.01
30.0,29-31,70.0,61-80,2,16.4,13.68,83.41,7.09,7.01
30.0,29-31,70.0,61-80,3,16.4,13.68,83.41,6.71,7.01
30.0,29-31,70.0,61-80,4,16.4,13.68,83.41,6.4,7.01
30.0,29-31,90.0,81-100,2,16.4,13.68,83.41,6.92,7.01
30.0,29-31,90.0,81-100,3,16.4,13.68,83.41,6.67,7.01
30.0,29-31,90.0,81-100,4,16.4,13.68,83.41,6.28,7.01
33.5,32-35,50.0,40-60,2,16.4,13.68,83.41,6.78,7.01
33.5,32-35,50.0,40-60,3,16.4,13.68,83.41,6.48,7.01
33.5,32-35,50.0,40-60,4,16.4,13.68,83.41,6.18,7.01
33.5,32-35,70.0,61-80,2,16.4,13.68,83.41,6.79,7.01
33.5,32-35,70.0,61-80,3,16.4,13.68,83.41,6.48,7.01
33.5,32-35,70.0,61-80,4,16.4,13.68,83.41,6.17,7.01
33.5,32-35,90.0,81-100,2,16.4,13.68,83.41,6.68,7.01
33.5,32-35,90.0,81-100,3,16.4,13.68,83.41,6.37,7.01
33.5,32-35,90.0,81-100,4,16.4,13.68,83.41,6.08,7.01
24.0,23-25,50.0,40-60,2,15.2,12.88,84.73,7.09,6.64
24.0,23-25,50.0,40-60,3,15.2,12.88,84.73,6.87,6.64
24.0,23-25,50.0,40-60,4,15.2,12.88,84.73,6.42,6.64
24.0,23-25,70.0,61-80,2,15.2,12.88,84.73,7.12,6.64
24.0,23-25,70.0,61-80,3,15.2,12.88,84.73,6.72,6.64
24.0,23-25,70.0,61-80,4,15.2,12.88,84.73,6.46,6.64
24.0,23-25,90.0,81-100,2,15.2,12.88,84.73,6.99,6.64
24.0,23-25,90.0,81-100,3,15.2,12.88,84.73,6.74,6.64
24.0,23-25,90.0,81-100,4,15.2,12.88,84.73,6.3,6.64
27.0,26-28,50.0,40-60,2,15.2,12.88,84.73,6.98,6.64
27.0,26-28,50.0,40-60,3,15.2,12.88,84.73,6.72,6.64
27.0,26-28,50.0,40-60,4,15.2,12.88,84.73,6.32,6.64
27.0,26-28,70.0,61-80,2,15.2,12.88,84.73,6.93,6.64
27.0,26-28,70.0,61-80,3,15.2,12.88,84.73,6.64,6.64
27.0,26-28,70.0,61-80,4,15.2,12.88,84.73,6.27,6.64
27.0,26-28,90.0,81-100,2,15.2,12.88,84.73,6.85,6.64
27.0,26-28,90.0,81-100,3,15.2,12.88,84.73,6.55,6.64
27.0,26-28,90.0,81-100,4,15.2,12.88,84.73,6.23,6.64
30.0,29-31,50.0,40-60,2,15.2,12.88,84.73,6.68,6.64
30.0,29-31,50.0,40-60,3,15.2,12.88,84.73,6.41,6.64
30.0,29-31,50.0,40-60,4,15.2,12.88,84.73,6.13,6.64
30.0,29-31,70.0,61-80,2,15.2,12.88,84.73,6.72,6.64
30.0,29-31,70.0,61-80,3,15.2,12.88,84.73,6.38,6.64
30.0,29-31,70.0,61-80,4,15.2,12.88,84.73,6.04,6.64
30.0,29-31,90.0,81-100,2,15.2,12.88,84.73,6.58,6.64
30.0,29-31,90.0,81-100,3,15.2,12.88,84.73,6.27,6.64
30.0,29-31,90.0,81-100,4,15.2,12.88,84.73,5.95,6.64
33.5,32-35,50.0,40-60,2,15.2,12.88,84.73,6.44,6.64
33.5,32-35,50.0,40-60,3,15.2,12.88,84.73,6.16,6.64
33.5,32-35,50.0,40-60,4,15.2,12.88,84.73,5.76,6.64
33.5,32-35,70.0,61-80,2,15.2,12.88,84.73,6.45,6.64
33.5,32-35,70.0,61-80,3,15.2,12.88,84.73,6.15,6.64
33.5,32-35,70.0,61-80,4,15.2,12.88,84.73,5.77,6.64
33.5,32-35,90.0,81-100,2,15.2,12.88,84.73,6.32,6.64
33.5,32-35,90.0,81-100,3,15.2,12.88,84.73,6.0,6.64
33.5,32-35,90.0,81-100,4,15.2,12.88,84.73,5.7,6.64
24.0,23-25,50.0,40-60,2,17.0,13.75,80.88,7.32,6.82
24.0,23-25,50.0,40-60,3,17.0,13.75,80.88,6.97,6.82
24.0,23-25,50.0,40-60,4,17.0,13.75,80.88,6.69,6.82
24.0,23-25,70.0,61-80,2,17.0,13.75,80.88,7.28,6.82
24.0,23-25,70.0,61-80,3,17.0,13.75,80.88,6.99,6.82
24.0,23-25,70.0,61-80,4,17.0,13.75,80.88,6.62,6.82
24.0,23-25,90.0,81-100,2,17.0,13.75,80.88,7.18,6.82
24.0,23-25,90.0,81-100,3,17.0,13.75,80.88,6.86,6.82
24.0,23-25,90.0,81-100,4,17.0,13.75,80.88,6.56,6.82
27.0,26-28,50.0,40-60,2,17.0,13.75,80.88,7.19,6.82
27.0,26-28,50.0,40-60,3,17.0,13.75,80.88,6.8,6.82
27.0,26-28,50.0,40-60,4,17.0,13.75,80.88,6.45,6.82
27.0,26-28,70.0,61-80,2,17.0,13.75,80.88,7.09,6.82
27.0,26-28,70.0,61-80,3,17.0,13.75,80.88,6.83,6.82
27.0,26-28,70.0,61-80,4,17.0,13.75,80.88,6.5,6.82
27.0,26-28,90.0,81-100,2,17.0,13.75,80.88,6.99,6.82
27.0,26-28,90.0,81-100,3,17.0,13.75,80.88,6.73,6.82
27.0,26-28,90.0,81-100,4,17.0,13.75,80.88,6.36,6.82
30.0,29-31,50.0,40-60,2,17.0,13.75,80.88,6.96,6.82
30.0,29-31,50.0,40-60,3,17.0,13.75,80.88,6.64,6.82
30.0,29-31,50.0,40-60,4,17.0,13.75,80.88,6.29,6.82
30.0,29-31,70.0,61-80,2,17.0,13.75,80.88,6.86,6.82
30.0,29-31,70.0,61-80,3,17.0,13.75,80.88,6.55,6.82
30.0,29-31,70.0,61-80,4,17.0,13.75,80.88,6.19,6.82
30.0,29-31,90.0,81-100,2,17.0,13.75,80.88,6.74,6.82
30.0,29-31,90.0,81-100,3,17.0,13.75,80.88,6.52,6.82
30.0,29-31,90.0,81-100,4,17.0,13.75,80.88,6.16,6.82
33.5,32-35,50.0,40-60,2,17.0,13.75,80.88,6.68,6.82
33.5,32-35,50.0,40-60,3,17.0,13.75,80.88,6.38,6.82
33.5,32-35,50.0,40-60,4,17.0,13.75,80.88,5.99,6.82
33.5,32-35,70.0,61-80,2,17.0,13.75,80.88,6.61,6.82
33.5,32-35,70.0,61-80,3,17.0,13.75,80.88,6.32,6.82
33.5,32-35,70.0,61-80,4,17.0,13.75,80.88,5.96,6.82
33.5,32-35,90.0,81-100,2,17.0,13.75,80.88,6.47,6.82
33.5,32-35,90.0,81-100,3,17.0,13.75,80.88,6.2,6.82
33.5,32-35,90.0,81-100,4,17.0,13.75,80.88,5.81,6.82
24.0,23-25,50.0,40-60,2,13.8,12.09,87.6,6.92,6.39
24.0,23-25,50.0,40-60,3,13.8,12.09,87.6,6.58,6.39
24.0,23-25,50.0,40-60,4,13.8,12.09,87.6,6.19,6.39
24.0,23-25,70.0,61-80,2,13.8,12.09,87.6,6.84,6.39
24.0,23-25,70.0,61-80,3,13.8,12.09,87.6,6.53,6.39
24.0,23-25,70.0,61-80,4,13.8,12.09,87.6,6.16,6.39
24.0,23-25,90.0,81-100,2,13.8,12.09,87.6,6.7,6.39
24.0,23-25,90.0,81-100,3,13.8,12.09,87.6,6.46,6.39
24.0,23-25,90.0,81-100,4,13.8,12.09,87.6,6.09,6.39
27.0,26-28,50.0,40-60,2,13.8,12.09,87.6,6.75,6.39
27.0,26-28,50.0,40-60,3,13.8,12.09,87.6,6.42,6.39
27.0,26-28,50.0,40-60,4,13.8,12.09,87.6,6.11,6.39
27.0,26-28,70.0,61-80,2,13.8,12.09,87.6,6.68,6.39
27.0,26-28,70.0,61-80,3,13.8,12.09,87.6,6.38,6.39
27.0,26-28,70.0,61-80,4,13.8,12.09,87.6,6.06,6.39
27.0,26-28,90.0,81-100,2,13.8,12.09,87.6,6.58,6.39
27.0,26-28,90.0,81-100,3,13.8,12.09,87.6,6.25,6.39
27.0,26-28,90.0,81-100,4,13.8,12.09,87.6,5.89,6.39
30.0,29-31,50.0,40-60,2,13.8,12.09,87.6,6.51,6.39
30.0,29-31,50.0,40-60,3,13.8,12.09,87.6,6.19,6.39
30.0,29-31,50.0,40-60,4,13.8,12.09,87.6,5.85,6.39
30.0,29-31,70.0,61-80,2,13.8,12.09,87.6,6.4,6.39
30.0,29-31,70.0,61-80,3,13.8,12.09,87.6,6.09,6.39
30.0,29-31,70.0,61-80,4,13.8,12.09,87.6,5.73,6.39
30.0,29-31,90.0,81-100,2,13.8,12.09,87.6,6.34,6.39
30.0,29-31,90.0,81-100,3,13.8,12.09,87.6,6.06,6.39
30.0,29-31,90.0,81-100,4,13.8,12.09,87.6,5.69,6.39
33.5,32-35,50.0,40-60,2,13.8,12.09,87.6,6.19,6.39
33.5,32-35,50.0,40-60,3,13.8,12.09,87.6,5.94,6.39
33.5,32-35,50.0,40-60,4,13.8,12.09,87.6,5.53,6.39
33.5,32-35,70.0,61-80,2,13.8,12.09,87.6,6.15,6.39
33.5,32-35,70.0,61-80,3,13.8,12.09,87.6,5.88,6.39
33.5,32-35,70.0,61-80,4,13.8,12.09,87.6,5.49,6.39
33.5,32-35,90.0,81-100,2,13.8,12.09,87.6,6.08,6.39
33.5,32-35,90.0,81-100,3,13.8,12.09,87.6,5.81,6.39
33.5,32-35,90.0,81-100,4,13.8,12.09,87.6,5.46,6.39
24.0,23-25,50.0,40-60,2,14.4,12.31,85.48,6.79,6.35
24.0,23-25,50.0,40-60,3,14.4,12.31,85.48,6.57,6.35
24.0,23-25,50.0,40-60,4,14.4,12.31,85.48,6.18,6.35
24.0,23-25,70.0,61-80,2,14.4,12.31,85.48,6.76,6.35
24.0,23-25,70.0,61-80,3,14.4,12.31,85.48,6.48,6.35
24.0,23-25,70.0,61-80,4,14.4,12.31,85.48,6.18,6.35
24.0,23-25,90.0,81-100,2,14.4,12.31,85.48,6.7,6.35
24.0,23-25,90.0,81-100,3,14.4,12.31,85.48,6.38,6.35
24.0,23-25,90.0,81-100,4,14.4,12.31,85.48,6.06,6.35
27.0,26-28,50.0,40-60,2,14.4,12.31,85.48,6.65,6.35
27.0,26-28,50.0,40-60,3,14.4,12.31,85.48,6.34,6.35
27.0,26-28,50.0,40-60,4,14.4,12.31,85.48,5.99,6.35
27.0,26-28,70.0,61-80,2,14.4,12.31,85.48,6.59,6.35
27.0,26-28,70.0,61-80,3,14.4,12.31,85.48,6.3,6.35
27.0,26-28,70.0,61-80,4,14.4,12.31,85.48,5.94,6.35
27.0,26-28,90.0,81-100,2,14.4,12.31,85.48,6.56,6.35
27.0,26-28,90.0,81-100,3,14.4,12.31,85.48,6.22,6.35
27.0,26-28,90.0,81-100,4,14.4,12.31,85.48,5.88,6.35
30.0,29-31,50.0,40-60,2,14.4,12.31,85.48,6.48,6.35
30.0,29-31,50.0,40-60,3,14.4,12.31,85.48,6.14,6.35
30.0,29-31,50.0,40-60,4,14.4,12.31,85.48,5.81,6.35
30.0,29-31,70.0,61-80,2,14.4,12.31,85.48,6.36,6.35
30.0,29-31,70.0,61-80,3,14.4,12.31,85.48,6.06,6.35
30.0,29-31,70.0,61-80,4,14.4,12.31,85.48,5.69,6.35
30.0,29-31,90.0,81-100,2,14.4,12.31,85.48,6.28,6.35
30.0,29-31,90.0,81-100,3,14.4,12.31,85.48,5.99,6.35
30.0,29-31,90.0,81-100,4,14.4,12.31,85.48,5.63,6.35
33.5,32-35,50.0,40-60,2,14.4,12.31,85.48,6.12,6.35
33.5,32-35,50.0,40-60,3,14.4,12.31,85.48,5.82,6.35
33.5,32-35,50.0,40-60,4,14.4,12.31,85.48,5.51,6.35
33.5,32-35,70.0,61-80,2,14.4,12.31,85.48,6.08,6.35
33.5,32-35,70.0,61-80,3,14.4,12.31,85.48,5.8,6.35
33.5,32-35,70.0,61-80,4,14.4,12.31,85.48,5.46,6.35
33.5,32-35,90.0,81-100,2,14.4,12.31,85.48,6.05,6.35
33.5,32-35,90.0,81-100,3,14.4,12.31,85.48,5.68,6.35
33.5,32-35,90.0,81-100,4,14.4,12.31,85.48,5.41,6.35
24.0,23-25,50.0,40-60,2,17.4,14.53,83.5,8.02,7.53
24.0,23-25,50.0,40-60,3,17.4,14.53,83.5,7.67,7.53
24.0,23-25,50.0,40-60,4,17.4,14.53,83.5,7.4,7.53
24.0,23-25,70.0,61-80,2,17.4,14.53,83.5,8.0,7.53
24.0,23-25,70.0,61-80,3,17.4,14.53,83.5,7.62,7.53
24.0,23-25,70.0,61-80,4,17.4,14.53,83.5,7.29,7.53
24.0,23-25,90.0,81-100,2,17.4,14.53,83.5,7.91,7.53
24.0,23-25,90.0,81-100,3,17.4,14.53,83.5,7.6,7.53
24.0,23-25,90.0,81-100,4,17.4,14.53,83.5,7.2,7.53
27.0,26-28,50.0,40-60,2,17.4,14.53,83.5,7.83,7.53
27.0,26-28,50.0,40-60,3,17.4,14.53,83.5,7.55,7.53
27.0,26-28,50.0,40-60,4,17.4,14.53,83.5,7.21,7.53
27.0,26-28,70.0,61-80,2,17.4,14.53,83.5,7.82,7.53
27.0,26-28,70.0,61-80,3,17.4,14.53,83.5,7.5,7.53
27.0,26-28,70.0,61-80,4,17.4,14.53,83.5,7.16,7.53
27.0,26-28,90.0,81-100,2,17.4,14.53,83.5,7.75,7.53
27.0,26-28,90.0,81-100,3,17.4,14.53,83.5,7.38,7.53
27.0,26-28,90.0,81-100,4,17.4,14.53,83.5,7.06,7.53
30.0,29-31,50.0,40-60,2,17.4,14.53,83.5,7.64,7.53
30.0,29-31,50.0,40-60,3,17.4,14.53,83.5,7.36,7.53
30.0,29-31,50.0,40-60,4,17.4,14.53,83.5,6.97,7.53
30.0,29-31,70.0,61-80,2,17.4,14.53,83.5,7.57,7.53
30.0,29-31,70.0,61-80,3,17.4,14.53,83.5,7.23,7.53
30.0,29-31,70.0,61-80,4,17.4,14.53,83.5,6.91,7.53
30.0,29-31,90.0,81-100,2,17.4,14.53,83.5,7.49,7.53
30.0,29-31,90.0,81-100,3,17.4,14.53,83.5,7.16,7.53
30.0,29-31,90.0,81-100,4,17.4,14.53,83.5,6.82,7.53
33.5,32-35,50.0,40-60,2,17.4,14.53,83.5,7.33,7.53
33.5,32-35,50.0,40-60,3,17.4,14.53,83.5,6.99,7.53
33.5,32-35,50.0,40-60,4,17.4,14.53,83.5,6.67,7.53
33.5,32-35,70.0,61-80,2,17.4,14.53,83.5,7.26,7.53
33.5,32-35,70.0,61-80,3,17.4,14.53,83.5,6.97,7.53
33.5,32-35,70.0,61-80,4,17.4,14.53,83.5,6.6,7.53
33.5,32-35,90.0,81-100,2,17.4,14.53,83.5,7.25,7.53
33.5,32-35,90.0,81-100,3,17.4,14.53,83.5,6.92,7.53
33.5,32-35,90.0,81-100,4,17.4,14.53,83.5,6.58,7.53
24.0,23-25,50.0,40-60,2,14.6,11.67,79.93,6.05,5.54
24.0,23-25,50.0,40-60,3,14.6,11.67,79.93,5.72,5.54
24.0,23-25,50.0,40-60,4,14.6,11.67,79.93,5.33,5.54
24.0,23-25,70.0,61-80,2,14.6,11.67,79.93,5.97,5.54
24.0,23-25,70.0,61-80,3,14.6,11.67,79.93,5.68,5.54
24.0,23-25,70.0,61-80,4,14.6,11.67,79.93,5.34,5.54
24.0,23-25,90.0,81-100,2,14.6,11.67,79.93,5.88,5.54
24.0,23-25,90.0,81-100,3,14.6,11.67,79.93,5.55,5.54
24.0,23-25,90.0,81-100,4,14.6,11.67,79.93,5.22,5.54
27.0,26-28,50.0,40-60,2,14.6,11.67,79.93,5.86,5.54
27.0,26-28,50.0,40-60,3,14.6,11.67,79.93,5.58,5.54
27.0,26-28,50.0,40-60,4,14.6,11.67,79.93,5.23,5.54
27.0,26-28,70.0,61-80,2,14.6,11.67,79.93,5.81,5.54
27.0,26-28,70.0,61-80,3,14.6,11.67,79.93,5.57,5.54
27.0,26-28,70.0,61-80,4,14.6,11.67,79.93,5.18,5.54
27.0,26-28,90.0,81-100,2,14.6,11.67,79.93,5.71,5.54
27.0,26-28,90.0,81-100,3,14.6,11.67,79.93,5.4,5.54
27.0,26-28,90.0,81-100,4,14.6,11.67,79.93,5.06,5.54
30.0,29-31,50.0,40-60,2,14.6,11.67,79.93,5.6,5.54
30.0,29-31,50.0,40-60,3,14.6,11.67,79.93,5.3,5.54
30.0,29-31,50.0,40-60,4,14.6,11.67,79.93,4.95,5.54
30.0,29-31,70.0,61-80,2,14.6,11.67,79.93,5.56,5.54
30.0,29-31,70.0,61-80,3,14.6,11.67,79.93,5.25,5.54
30.0,29-31,70.0,61-80,4,14.6,11.67,79.93,4.97,5.54
30.0,29-31,90.0,81-100,2,14.6,11.67,79.93,5.46,5.54
30.0,29-31,90.0,81-100,3,14.6,11.67,79.93,5.2,5.54
30.0,29-31,90.0,81-100,4,14.6,11.67,79.93,4.84,5.54
33.5,32-35,50.0,40-60,2,14.6,11.67,79.93,5.4,5.54
33.5,32-35,50.0,40-60,3,14.6,11.67,79.93,5.01,5.54
33.5,32-35,50.0,40-60,4,14.6,11.67,79.93,4.69,5.54
33.5,32-35,70.0,61-80,2,14.6,11.67,79.93,5.35,5.54
33.5,32-35,70.0,61-80,3,14.6,11.67,79.93,5.04,5.54
33.5,32-35,70.0,61-80,4,14.6,11.67,79.93,4.68,5.54
33.5,32-35,90.0,81-100,2,14.6,11.67,79.93,5.2,5.54
33.5,32-35,90.0,81-100,3,14.6,11.67,79.93,4.89,5.54
33.5,32-35,90.0,81-100,4,14.6,11.67,79.93,4.59,5.54
24.0,23-25,50.0,40-60,2,15.2,12.29,80.85,6.43,5.91
24.0,23-25,50.0,40-60,3,15.2,12.29,80.85,6.1,5.91
24.0,23-25,50.0,40-60,4,15.2,12.29,80.85,5.75,5.91
24.0,23-25,70.0,61-80,2,15.2,12.29,80.85,6.32,5.91
24.0,23-25,70.0,61-80,3,15.2,12.29,80.85,6.07,5.91
24.0,23-25,70.0,61-80,4,15.2,12.29,80.85,5.66,5.91
24.0,23-25,90.0,81-100,2,15.2,12.29,80.85,6.24,5.91
24.0,23-25,90.0,81-100,3,15.2,12.29,80.85,5.95,5.91
24.0,23-25,90.0,81-100,4,15.2,12.29,80.85,5.61,5.91
27.0,26-28,50.0,40-60,2,15.2,12.29,80.85,6.21,5.91
27.0,26-28,50.0,40-60,3,15.2,12.29,80.85,5.9,5.91
27.0,26-28,50.0,40-60,4,15.2,12.29,80.85,5.6,5.91
27.0,26-28,70.0,61-80,2,15.2,12.29,80.85,6.17,5.91
27.0,26-28,70.0,61-80,3,15.2,12.29,80.85,5.9,5.91
27.0,26-28,70.0,61-80,4,15.2,12.29,80.85,5.51,5.91
27.0,26-28,90.0,81-100,2,15.2,12.29,80.85,6.11,5.91
27.0,26-28,90.0,81-100,3,15.2,12.29,80.85,5.81,5.91
27.0,26-28,90.0,81-100,4,15.2,12.29,80.85,5.42,5.91
30.0,29-31,50.0,40-60,2,15.2,12.29,80.85,5.98,5.91
30.0,29-31,50.0,40-60,3,15.2,12.29,80.85,5.66,5.91
30.0,29-31,50.0,40-60,4,15.2,12.29,80.85,5.31,5.91
30.0,29-31,70.0,61-80,2,15.2,12.29,80.85,6.0,5.91
30.0,29-31,70.0,61-80,3,15.2,12.29,80.85,5.63,5.91
30.0,29-31,70.0,61-80,4,15.2,12.29,80.85,5.33,5.91
30.0,29-31,90.0,81-100,2,15.2,12.29,80.85,5.85,5.91
30.0,29-31,90.0,81-100,3,15.2,12.29,80.85,5.59,5.91
30.0,29-31,90.0,81-100,4,15.2,12.29,80.85,5.25,5.91
33.5,32-35,50.0,40-60,2,15.2,12.29,80.85,5.73,5.91
33.5,32-35,50.0,40-60,3,15.2,12.29,80.85,5.42,5.91
33.5,32-35,50.0,40-60,4,15.2,12.29,80.85,5.06,5.91
33.5,32-35,70.0,61-80,2,15.2,12.29,80.85,5.65,5.91
33.5,32-35,70.0,61-80,3,15.2,12.29,80.85,5.41,5.91
33.5,32-35,70.0,61-80,4,15.2,12.29,80.85,5.05,5.91
33.5,32-35,90.0,81-100,2,15.2,12.29,80.85,5.64,5.91
33.5,32-35,90.0,81-100,3,15.2,12.29,80.85,5.25,5.91
33.5,32-35,90.0,81-100,4,15.2,12.29,80.85,4.96,5.91
24.0,23-25,50.0,40-60,2,18.2,15.05,82.69,8.29,7.77
24.0,23-25,50.0,40-60,3,18.2,15.05,82.69,7.92,7.77
24.0,23-25,50.0,40-60,4,18.2,15.05,82.69,7.56,7.77
24.0,23-25,70.0,61-80,2,18.2,15.05,82.69,8.22,7.77
24.0,23-25,70.0,61-80,3,18.2,15.05,82.69,7.91,7.77
24.0,23-25,70.0,61-80,4,18.2,15.05,82.69,7.58,7.77
24.0,23-25,90.0,81-100,2,18.2,15.05,82.69,8.08,7.77
24.0,23-25,90.0,81-100,3,18.2,15.05,82.69,7.85,7.77
24.0,23-25,90.0,81-100,4,18.2,15.05,82.69,7.44,7.77
27.0,26-28,50.0,40-60,2,18.2,15.05,82.69,8.07,7.77
27.0,26-28,50.0,40-60,3,18.2,15.05,82.69,7.77,7.77
27.0,26-28,50.0,40-60,4,18.2,15.05,82.69,7.48,7.77
